number of rooms;area of apartment;number of floors;apartment floor;price;repair;bathroom;terrace;year of construction;elevator;garbage chute;type of house;district;street;concierge;distance
3;67.0;10;8;4950000.0;евро;раздельный;лоджия;1993;1;1;панельный;р-н Дзержинский;улица Овчинникова, 8;0;1596.4893462883422
3;55.0;5;1;3580000.0;косметический;совмещенный;нет;1967;0;0;кирпичный;р-н Индустриальный;улица Стахановская, 40;0;2519.8085618562745
1;21.0;26;15;2100000.0;требует ремонта;совмещенный;лоджия;2021;1;0;монолитный;р-н Кировский;улица Буксирная, 10;1;11438.17466002151
1;29.0;9;3;2700000.0;косметический;совмещенный;балкон;1981;1;1;кирпичный;р-н Свердловский;улица Клары Цеткин, 21;0;2510.0357180105275
4;78.0;10;2;6990000.0;дизайнерский;несколько;балкон;1990;1;1;панельный;р-н Мотовилихинский;улица Уинская, 7;0;4724.426225517836
4;95.0;5;3;4490000.0;косметический;раздельный;балкон;1957;0;0;кирпичный;р-н Свердловский;улица Куйбышева, 103;0;2809.4028085878376
2;37.0;5;3;1880000.0;косметический;совмещенный;балкон;1982;0;0;панельный;р-н Кировский;улица Фадеева, 14;0;22353.00644580981
1;38.0;5;4;2500000.0;косметический;совмещенный;нет;1963;0;0;кирпичный;р-н Индустриальный;улица Баумана, 1;0;2792.77401705255
3;60.0;5;2;3300000.0;косметический;раздельный;балкон;1983;0;0;панельный;р-н Дзержинский;улица Костычева, 36;0;6249.388603068319
4;86.0;10;8;5100000.0;косметический;раздельный;балкон;1990;1;1;панельный;р-н Мотовилихинский;улица Уинская, 3;0;4616.596881925754
3;57.0;5;4;2274000.0;требует ремонта;совмещенный;балкон;1961;0;0;кирпичный;р-н Орджоникидзевский;улица Вильямса, 37А;0;11603.526821768502
2;53.0;5;5;3200000.0;косметический;раздельный;нет;1963;0;0;кирпичный;р-н Индустриальный;улица Мира, 126А;0;5788.919186772522
2;42.0;5;1;2469999.0;требует ремонта;совмещенный;нет;1966;0;0;кирпичный;р-н Свердловский;улица Льва Шатрова, 32;0;3771.310393841796
3;56.0;9;9;4100000.0;косметический;раздельный;балкон;1978;1;1;панельный;р-н Мотовилихинский;улица Аркадия Гайдара, 11А;0;4397.711183047013
2;43.0;5;5;2350000.0;дизайнерский;совмещенный;нет;1968;0;0;кирпичный;р-н Орджоникидзевский;улица Генерала Черняховского, 25;0;13199.02649912192
2;72.0;25;19;4900000.0;косметический;раздельный;лоджия;2017;2;0;монолитный;р-н Мотовилихинский;улица Уинская, 43;1;5957.854223852683
2;42.0;2;2;1649999.0;косметический;совмещенный;балкон;1950;0;0;блочный;р-н Дзержинский;улица Генерала Наумова, 3;0;7663.9579057232295
2;42.0;5;4;2990000.0;косметический;совмещенный;балкон;1964;0;0;кирпичный;р-н Мотовилихинский;улица Аркадия Гайдара, 12А;0;4204.982898904531
2;54.0;16;1;3850000.0;косметический;раздельный;балкон;2009;1;0;панельный;р-н Мотовилихинский;улица Макаренко, 10А;1;4661.636294238179
3;58.0;9;5;3450000.0;косметический;раздельный;балкон;1984;1;1;панельный;р-н Свердловский;улица Анвара Гатауллина, 29к2;0;5308.084806422205
2;48.0;5;4;2900000.0;косметический;раздельный;балкон;2014;0;0;панельный;р-н Индустриальный;шоссе Космонавтов, 330;0;11085.88604978542
3;61.0;10;10;3499000.0;евро;раздельный;лоджия;1991;1;1;кирпичный;р-н Мотовилихинский;улица Гашкова, 28;0;8917.85240701614
3;66.0;10;6;3740000.0;косметический;раздельный;балкон;1990;1;1;панельный;р-н Свердловский;улица Пихтовая, 42;0;4789.251514054568
4;102.0;10;7;7500000.0;евро;совмещенный;лоджия;2007;1;1;панельный;р-н Свердловский;улица Елькина, 41;1;2079.3875505359706
3;61.0;5;2;2900000.0;косметический;раздельный;балкон;1974;0;0;панельный;р-н Мотовилихинский;улица Ивана Франко, 40/2;0;9761.167670129616
2;37.0;5;5;1850000.0;косметический;совмещенный;балкон;1986;0;0;панельный;р-н Кировский;улица Закамская, 5/2;0;16755.844053157853
1;38.0;10;3;3499000.0;косметический;раздельный;лоджия;2012;1;1;кирпичный;р-н Свердловский;улица Серпуховская, 6;0;5201.966291044362
3;59.0;5;3;3000000.0;евро;совмещенный;балкон;1997;0;0;панельный;р-н Орджоникидзевский;улица Щитовая, 7;0;13624.971002304326
2;65.0;16;16;5950000.0;евро;раздельный;балкон;2008;1;1;кирпичный;р-н Дзержинский;улица Голева, 13А;0;1436.3064133988669
3;65.0;9;8;4545000.0;косметический;раздельный;лоджия;1980;1;1;кирпичный;р-н Дзержинский;улица Малкова, 28/6;0;2120.0372199071307
3;60.0;9;7;6000000.0;дизайнерский;совмещенный;балкон;1976;1;1;панельный;р-н Ленинский;улица Пушкина, 11;0;1804.965818356212
3;51.0;9;3;3920000.0;косметический;раздельный;лоджия;1978;0;1;панельный;р-н Дзержинский;улица Подлесная, 23/1;0;4588.36578435731
3;64.0;9;5;2600000.0;требует ремонта;раздельный;лоджия;1983;1;1;панельный;р-н Орджоникидзевский;улица Карбышева, 82/1;0;11695.548410638788
3;108.0;17;7;8300000.0;требует ремонта;несколько;лоджия;2007;1;0;кирпичный;р-н Мотовилихинский;улица Уинская, 3А;1;4620.3168462070025
3;66.0;10;7;3729000.0;косметический;раздельный;балкон;1990;1;1;панельный;р-н Кировский;улица Липатова, 20;0;15606.020540242138
2;53.0;10;8;4500000.0;требует ремонта;раздельный;лоджия;1993;1;1;панельный;р-н Индустриальный;улица Подводников, 27А;0;4219.45070189555
2;52.0;14;10;3750000.0;косметический;раздельный;лоджия;1976;1;1;кирпичный;р-н Свердловский;улица Холмогорская, 3;1;4644.616028246298
5;230.0;16;14;22800000.0;дизайнерский;несколько;лоджия;2007;2;0;монолитный;р-н Свердловский;улица Сибирская, 46;1;2062.139106914731
1;34.0;10;10;2100000.0;косметический;раздельный;лоджия;1987;1;0;панельный;р-н Кировский;улица Генерала Панфилова, 6/1;0;23149.61347939299
3;92.0;10;7;8950000.0;евро;совмещенный;лоджия;2009;1;0;кирпичный;р-н Ленинский;улица Ленина, 10;1;20672.954631321947
2;45.0;5;1;2690000.0;требует ремонта;раздельный;балкон;1967;0;0;панельный;р-н Дзержинский;шоссе Космонавтов, 102;0;1894.1741800765478
3;67.0;10;1;3790000.0;косметический;раздельный;нет;1989;1;1;панельный;р-н Кировский;улица Сысольская, 8А;0;14523.164533972205
3;64.0;9;4;2720000.0;требует ремонта;раздельный;лоджия;1983;1;1;панельный;р-н Орджоникидзевский;улица Карбышева, 78/2;0;11684.997372145433
1;43.0;12;9;3950000.0;косметический;совмещенный;лоджия;2017;1;0;монолитный;р-н Индустриальный;улица Космонавта Беляева, 9А;1;4568.255584210451
1;31.0;2;1;1500000.0;косметический;совмещенный;нет;1957;0;0;кирпичный;р-н Свердловский;улица Кузбасская, 41;0;5521.661083185583
1;36.0;5;3;1900000.0;требует ремонта;совмещенный;лоджия;1970;0;0;кирпичный;р-н Свердловский;улица Сергинская, 7;1;4715.953258212544
1;36.0;9;1;2680000.0;косметический;раздельный;нет;1994;1;0;панельный;р-н Дзержинский;улица Куфонина, 28/1;0;5681.021859730481
3;75.0;10;10;5850000.0;косметический;раздельный;лоджия;2004;1;0;панельный;р-н Дзержинский;улица Желябова, 3;1;4635.048661380336
3;62.0;5;4;3300000.0;евро;совмещенный;балкон;1968;0;0;кирпичный;р-н Орджоникидзевский;улица Коспашская, 15;0;10630.691700637679
2;28.0;9;9;1590000.0;косметический;совмещенный;нет;1978;1;1;кирпичный;р-н Кировский;улица Маршала Рыбалко, 115;1;14367.829193952643
2;38.0;5;1;2500000.0;косметический;совмещенный;нет;1980;0;0;панельный;р-н Кировский;улица Магистральная, 42;0;16027.526618590451
4;91.0;10;9;5900000.0;евро;раздельный;балкон;2005;1;0;кирпичный;р-н Орджоникидзевский;улица Вильямса, 4А;1;11780.76841448493
3;71.0;16;13;5200000.0;косметический;раздельный;лоджия;1987;1;1;панельный;р-н Мотовилихинский;улица Юрша, 64;0;5052.511109104316
2;60.0;17;3;3300000.0;косметический;раздельный;лоджия;2013;2;1;панельный;р-н Орджоникидзевский;улица Цимлянская, 17;0;17069.837339549398
3;97.0;17;10;9000000.0;косметический;несколько;балкон;2011;2;0;монолитный;р-н Свердловский;улица Николая Островского, 64;1;2627.6216009298078
1;31.0;5;4;1370000.0;косметический;совмещенный;нет;1966;0;0;кирпичный;р-н Орджоникидзевский;улица Трясолобова, 106;0;18003.573858255288
2;59.0;10;8;5300000.0;евро;раздельный;лоджия;2011;1;1;панельный;р-н Дзержинский;улица Докучаева, 42А;0;5689.0142488419915
1;20.0;9;8;1680000.0;косметический;совмещенный;балкон;1975;1;1;кирпичный;р-н Свердловский;улица Солдатова, 41;0;4161.855427420155
1;20.0;9;8;1680000.0;косметический;совмещенный;балкон;1975;1;1;кирпичный;р-н Свердловский;улица Солдатова, 41;0;4161.855427420155
3;55.0;9;5;5750000.0;евро;совмещенный;лоджия;1974;1;1;кирпичный;р-н Дзержинский;улица Крисанова, 19;0;779.1482400243989
2;44.0;5;5;3300000.0;косметический;совмещенный;балкон;1963;0;0;кирпичный;р-н Свердловский;улица Полины Осипенко, 59;0;2065.4719939068245
3;108.0;9;9;11500000.0;евро;совмещенный;лоджия;2001;0;1;кирпичный;р-н Ленинский;улица Советская, 36;1;22649.231567741288
3;80.0;17;13;9500000.0;евро;раздельный;лоджия;2007;1;1;кирпичный;р-н Индустриальный;улица Мира, 11;1;21499.106200724775
3;90.0;19;5;8200000.0;дизайнерский;раздельный;лоджия;2014;0;0;монолитный;р-н Свердловский;улица Чернышевского, 17А;1;3077.5236414466835
2;34.0;25;17;2270000.0;косметический;совмещенный;лоджия;2016;4;0;монолитный;р-н Орджоникидзевский;улица Вильямса, 51А;1;11124.930568592496
3;66.0;10;10;3300000.0;косметический;раздельный;лоджия;2018;1;1;панельный;р-н Орджоникидзевский;улица Ракитная, 42;0;13725.93407099735
3;74.0;5;1;8200000.0;косметический;раздельный;нет;1960;0;0;кирпичный;р-н Ленинский;улица Луначарского, 62Б;0;869.2772291943819
2;45.0;9;7;3000000.0;косметический;раздельный;балкон;1976;1;1;кирпичный;р-н Свердловский;улица Солдатова, 26;0;4157.708603172307
3;52.0;9;2;3200000.0;требует ремонта;раздельный;лоджия;1978;1;1;панельный;р-н Индустриальный;улица Самолётная, 30;0;2957.886785144624
4;86.0;10;1;3950000.0;косметический;раздельный;нет;1989;1;1;панельный;р-н Мотовилихинский;улица Юрша, 3А;0;4708.534281986051
2;42.0;5;5;2450000.0;косметический;совмещенный;балкон;1962;0;0;кирпичный;р-н Дзержинский;улица Ветлужская, 99;0;8945.96248391835
2;57.0;19;8;5100000.0;евро;совмещенный;лоджия;2010;1;0;кирпичный;р-н Дзержинский;улица Куфонина, 20;1;5553.406573082829
2;48.0;10;1;4050000.0;косметический;раздельный;балкон;2008;0;1;монолитный;р-н Мотовилихинский;улица Старцева, 17А;0;5271.1843540918535
1;35.0;14;11;3150000.0;косметический;совмещенный;лоджия;1980;1;1;кирпичный;р-н Дзержинский;улица Грузинская, 15;1;1615.300266059821
3;70.0;25;17;5850000.0;косметический;раздельный;балкон;2017;2;0;монолитный;р-н Мотовилихинский;улица Фрезеровщиков, 94;1;2606.4627045266902
2;51.0;11;9;5100000.0;косметический;совмещенный;балкон;2020;1;0;монолитный;р-н Мотовилихинский;улица Шмидта, 56;1;4557.251152932448
3;56.0;14;9;3990000.0;косметический;раздельный;лоджия;1982;1;1;кирпичный;р-н Дзержинский;улица Плеханова, 59А;0;1556.1275106500045
3;60.0;16;1;4400000.0;дизайнерский;раздельный;лоджия;2014;1;1;панельный;р-н Индустриальный;улица Камышловская, 21;0;4964.768977850513
1;18.0;5;4;1350000.0;евро;совмещенный;нет;1969;0;0;кирпичный;р-н Кировский;улица Ласьвинская, 56А;1;17111.286258187298
3;57.0;9;3;3350000.0;евро;раздельный;балкон;1978;1;1;панельный;р-н Свердловский;улица Моторостроителей, 10;0;3313.126880712159
1;37.0;10;10;2200000.0;косметический;раздельный;лоджия;2014;1;1;панельный;р-н Орджоникидзевский;улица Менжинского, 36;0;15355.39718795248
3;105.0;18;17;11800000.0;дизайнерский;совмещенный;лоджия;2014;2;0;кирпичный;р-н Свердловский;улица Белинского, 31;1;2814.7818377203175
2;47.0;5;3;2350000.0;косметический;раздельный;балкон;1981;0;0;панельный;р-н Орджоникидзевский;улица Уссурийская, 13;0;14040.473838290238
3;122.0;22;9;14300000.0;дизайнерский;несколько;балкон;2016;2;0;монолитный;р-н Свердловский;улица 25 Октября, 77;1;2154.157273501371
3;57.0;9;7;3390000.0;косметический;раздельный;лоджия;1980;1;1;панельный;р-н Кировский;улица Автозаводская, 27;0;16545.211547629642
1;23.0;16;8;2700000.0;дизайнерский;совмещенный;лоджия;2018;1;0;монолитный;р-н Индустриальный;улица Левченко, 29;1;2289.4539457430315
3;89.0;17;10;6680000.0;косметический;несколько;лоджия;2012;1;0;монолитный;р-н Дзержинский;улица Кронштадтская, 31;1;1729.9638198219775
2;46.0;9;2;2050000.0;косметический;совмещенный;нет;1978;1;0;кирпичный;р-н Кировский;улица Сысольская, 2;1;14379.493609132915
1;41.0;17;3;3450000.0;косметический;раздельный;лоджия;1987;1;1;кирпичный;р-н Ленинский;улица Попова, 25;0;458.3132994881166
1;38.0;20;3;3420000.0;косметический;совмещенный;лоджия;2011;1;0;кирпичный;р-н Мотовилихинский;улица Юрша, 82;1;4844.186942883959
3;52.0;9;7;3170000.0;косметический;раздельный;лоджия;1981;1;0;панельный;р-н Кировский;улица Автозаводская, 27/1;0;16531.18115123702
2;58.0;14;10;3350000.0;косметический;раздельный;лоджия;1980;1;1;кирпичный;р-н Свердловский;улица Моторостроителей, 17;0;3244.741190719247
4;89.0;10;9;7250000.0;косметический;совмещенный;лоджия;1998;1;1;кирпичный;р-н Свердловский;улица Максима Горького, 64;0;2151.195532657802
2;46.0;5;4;2630000.0;требует ремонта;совмещенный;балкон;1965;0;0;панельный;р-н Мотовилихинский;улица Старцева, 47, подъезд 2;0;4768.139854958699
3;62.0;10;6;3800000.0;евро;раздельный;лоджия;1990;1;1;кирпичный;р-н Дзержинский;улица Хабаровская, 135;0;8955.457412913556
2;30.0;5;4;1750000.0;требует ремонта;раздельный;нет;1960;0;0;кирпичный;р-н Кировский;улица Маршала Рыбалко, 80;0;15533.179050467686
2;70.0;20;5;6250000.0;косметический;несколько;балкон;2014;1;0;монолитный;р-н Свердловский;улица Белинского, 31;1;2814.7818377203175
1;31.0;5;4;1770000.0;косметический;совмещенный;балкон;1963;0;0;блочный;р-н Орджоникидзевский;улица Гайвинская, 62А;0;12627.932199376513
3;59.0;9;4;3380000.0;косметический;раздельный;лоджия;1981;1;1;панельный;р-н Орджоникидзевский;улица Молдавская, 4;0;13609.387611599
3;67.0;10;10;3900000.0;косметический;раздельный;балкон;1994;1;0;панельный;р-н Ленинский;улица Профессора Дедюкина, 6;0;4476.778960354897
1;48.0;25;6;4660000.0;косметический;совмещенный;лоджия;2015;1;0;монолитный;р-н Свердловский;улица Николая Островского, 93Д;1;2674.129868264719
2;42.0;5;1;2930000.0;косметический;раздельный;нет;1973;0;0;панельный;р-н Индустриальный;улица Чердынская, 32;0;5507.441968506241
2;75.0;25;21;6999999.0;дизайнерский;совмещенный;лоджия;2010;2;1;монолитный;р-н Дзержинский;улица Вильвенская, 6;1;1306.1483163342089
3;126.0;9;3;7200000.0;косметический;несколько;лоджия;1995;2;0;кирпичный;р-н Мотовилихинский;бульвар Гагарина, 44;1;3390.3159385674862
5;137.0;12;5;9900000.0;дизайнерский;совмещенный;лоджия;1997;2;0;кирпичный;р-н Свердловский;улица Николая Островского, 53;1;22415.06519267355
3;65.0;4;2;4350000.0;косметический;совмещенный;балкон;1929;0;0;кирпичный;р-н Свердловский;Комсомольский проспект, 87;0;2948.684867453179
3;67.0;9;4;3620000.0;косметический;раздельный;балкон;1987;1;1;панельный;р-н Мотовилихинский;улица Целинная, 31/1;0;9190.05876184996
2;56.0;16;16;4500000.0;косметический;раздельный;балкон;2012;1;1;панельный;р-н Дзержинский;улица Генерала Наумова, 19;0;7761.077707539435
1;33.0;16;7;2500000.0;косметический;совмещенный;лоджия;2016;1;1;кирпичный;р-н Кировский;улица Калинина, 46;0;23272.97199566279
3;61.0;16;16;5600000.0;косметический;совмещенный;лоджия;2021;1;0;панельный;р-н Дзержинский;улица Овчинникова, 15А;1;1775.5333178537358
3;60.0;5;3;3860000.0;евро;раздельный;балкон;1991;0;0;панельный;р-н Орджоникидзевский;улица Адмирала Старикова, 9А;0;17039.60291019782
3;107.0;12;12;7200000.0;дизайнерский;раздельный;лоджия;2008;1;1;кирпичный;р-н Кировский;улица Кировоградская, 52;1;15466.865849127778
3;54.0;9;8;2950000.0;косметический;раздельный;лоджия;1974;1;1;кирпичный;р-н Свердловский;улица Моторостроителей, 3;0;3850.262535170071
2;54.0;10;5;4230000.0;косметический;раздельный;балкон;1993;1;1;панельный;р-н Индустриальный;улица Мира, 115;0;6306.644045346485
3;57.0;9;7;3250000.0;косметический;раздельный;лоджия;1976;1;0;панельный;р-н Мотовилихинский;улица Целинная, 17;0;9834.1309554836
2;65.0;25;11;4460000.0;дизайнерский;раздельный;лоджия;2012;2;1;блочный;р-н Мотовилихинский;улица Уинская, 31;1;5715.186503983912
1;41.0;22;13;4300000.0;косметический;совмещенный;лоджия;2015;1;0;монолитный;р-н Дзержинский;улица Подлесная, 43А;1;3861.647065218672
2;64.0;16;5;5500000.0;косметический;раздельный;лоджия;2001;1;1;кирпичный;р-н Дзержинский;Парковый проспект, 28А;1;4504.495507742906
2;38.0;4;4;1760000.0;косметический;совмещенный;нет;1961;0;0;кирпичный;р-н Орджоникидзевский;улица Вильямса, 37;0;11615.292153384084
3;75.0;10;10;5850000.0;косметический;раздельный;лоджия;2004;1;0;панельный;р-н Дзержинский;улица Желябова, 3;1;4635.048661380336
1;31.0;2;1;1500000.0;косметический;совмещенный;нет;1957;0;0;кирпичный;р-н Свердловский;улица Кузбасская, 41;0;5521.661083185583
2;45.0;5;1;2150000.0;дизайнерский;совмещенный;нет;1989;0;0;панельный;р-н Кировский;улица Генерала Панфилова, 13А;0;22971.01966112631
2;75.0;25;25;8200000.0;дизайнерский;несколько;нет;2018;3;0;монолитный;р-н Свердловский;улица Революции, 54;1;2931.0958129218593
4;123.0;10;2;8500000.0;дизайнерский;раздельный;лоджия;2002;1;0;кирпичный;р-н Свердловский;улица Краснофлотская, 40А;0;2110.9831111374087
1;33.0;12;12;2300000.0;косметический;совмещенный;балкон;1982;2;1;панельный;р-н Кировский;улица Ямпольская, 13;0;15231.905204098859
1;35.0;6;5;3180000.0;косметический;совмещенный;лоджия;2014;1;0;кирпичный;р-н Индустриальный;улица Малая, 1;1;2364.279995083138
3;119.0;10;4;12400000.0;евро;несколько;лоджия;1999;1;1;кирпичный;р-н Свердловский;улица Сибирская, 52;1;2287.6646556342444
2;56.0;25;2;5430000.0;евро;раздельный;лоджия;2018;4;0;монолитный;р-н Дзержинский;улица Куфонина, 10Б;1;5476.396022783006
2;28.0;9;9;1590000.0;косметический;совмещенный;нет;1978;1;1;кирпичный;р-н Кировский;улица Маршала Рыбалко, 115;1;14367.829193952643
4;163.0;25;18;16990000.0;дизайнерский;несколько;нет;2009;2;1;монолитный;р-н Свердловский;улица Чернышевского, 15А;1;2913.807381287377
2;55.0;14;7;4400000.0;требует ремонта;раздельный;лоджия;1981;1;1;кирпичный;р-н Ленинский;улица Борчанинова, 14;0;518.7965969037149
3;61.0;5;1;3200000.0;косметический;раздельный;балкон;1972;0;0;панельный;р-н Индустриальный;улица Архитектора Свиязева, 50/2;0;6204.772641963392
3;68.0;14;11;3700000.0;косметический;раздельный;лоджия;1996;1;1;кирпичный;р-н Мотовилихинский;улица Гашкова, 28А;1;8953.549100943439
3;74.0;3;1;3050000.0;евро;раздельный;балкон;1957;0;0;блочный;р-н Кировский;улица Александра Невского, 28;0;16197.998674403867
3;81.0;16;3;5450000.0;косметический;раздельный;лоджия;2009;1;1;кирпичный;р-н Свердловский;улица Академика Курчатова, 1В;0;5532.124327379483
1;30.0;5;5;950000.0;требует ремонта;раздельный;балкон;1971;0;0;панельный;р-н Орджоникидзевский;улица вловский проезд, 2;0;22173.330307643773
3;70.0;5;1;3190000.0;требует ремонта;раздельный;лоджия;1990;0;0;кирпичный;р-н Мотовилихинский;улица Чехова, 8;0;5361.052156042825
2;42.0;5;3;3400000.0;евро;совмещенный;балкон;1965;0;0;панельный;р-н Свердловский;улица Механошина, 12;0;1034.1773173253237
1;21.0;4;1;1690000.0;евро;совмещенный;нет;1957;0;0;кирпичный;р-н Индустриальный;улица Космонавта Леонова, 23;0;5185.528043879148
2;39.0;9;3;2500000.0;требует ремонта;совмещенный;лоджия;1972;1;0;кирпичный;р-н Свердловский;улица Солдатова, 34;0;4058.3380808105803
1;11.0;15;10;1290000.0;евро;совмещенный;нет;1985;2;0;кирпичный;р-н Мотовилихинский;бульвар Гагарина, 36;1;3366.77697896403
2;43.0;9;3;2850000.0;требует ремонта;раздельный;лоджия;1980;1;1;панельный;р-н Свердловский;улица Муромская, 26;0;4008.520743608778
3;66.0;6;6;6200000.0;евро;раздельный;балкон;2019;1;0;кирпичный;р-н Мотовилихинский;улица Циолковского, 19;1;4840.095689733841
2;36.0;16;12;2800000.0;косметический;совмещенный;нет;2020;3;0;кирпичный;р-н Свердловский;улица Куйбышева, 109А;1;2998.357613862765
1;46.0;17;3;4050000.0;евро;совмещенный;лоджия;2008;1;0;монолитный;р-н Мотовилихинский;улица Красновишерская, 35;1;3012.642410063654
2;48.0;5;4;3000000.0;косметический;раздельный;балкон;1989;0;0;панельный;р-н Орджоникидзевский;улица Генерала Доватора, 40;0;12787.513446661931
2;54.0;17;10;2999000.0;косметический;раздельный;лоджия;2018;1;0;кирпичный;р-н Орджоникидзевский;улица Александра Щербакова, 43В;1;16249.371379255595
2;43.0;9;2;2950000.0;косметический;раздельный;лоджия;1978;1;1;панельный;р-н Свердловский;улица Моторостроителей, 10;0;3313.126880712159
4;85.0;10;2;4450000.0;евро;совмещенный;балкон;1992;1;1;панельный;р-н Мотовилихинский;улица Республиканская, 12;0;6560.442732038678
2;44.0;5;5;1780000.0;косметический;раздельный;балкон;1978;0;0;кирпичный;р-н Орджоникидзевский;улица Сухумская, 19;0;19942.690596468183
1;33.0;5;5;2750000.0;косметический;совмещенный;балкон;1964;0;0;панельный;р-н Мотовилихинский;улица Патриса Лумумбы, 1;0;4065.1033402805724
1;37.0;10;1;2550000.0;косметический;раздельный;лоджия;2013;1;1;кирпичный;р-н Кировский;улица Танцорова, 37;0;11810.161960254272
3;107.0;12;6;5750000.0;косметический;несколько;балкон;2004;1;0;кирпичный;р-н Кировский;улица Кировоградская, 66;1;15336.794589917768
1;34.0;14;9;2850000.0;дизайнерский;совмещенный;лоджия;1980;2;0;кирпичный;р-н Свердловский;улица Холмогорская, 2;1;4639.341409219375
2;90.0;17;8;8200000.0;дизайнерский;совмещенный;лоджия;2000;1;1;кирпичный;р-н Ленинский;улица Пермская, 56;1;1492.748817562696
3;60.0;9;9;4750000.0;косметический;раздельный;лоджия;1976;1;1;панельный;р-н Ленинский;улица Пушкина, 21;0;1445.5893738826962
2;57.0;14;9;4250000.0;евро;совмещенный;балкон;1994;2;1;кирпичный;р-н Свердловский;улица Революции, 3/1;1;3088.7219254663582
3;84.0;16;11;5990000.0;евро;раздельный;лоджия;1995;1;1;кирпичный;р-н Свердловский;улица Солдатова, 42/3;1;3921.2144493099872
4;80.0;9;8;4400000.0;косметический;раздельный;лоджия;1970;1;0;кирпичный;р-н Мотовилихинский;улица Тургенева, 35;0;4132.363896706325
3;41.0;5;5;2950000.0;косметический;совмещенный;балкон;1968;0;0;кирпичный;р-н Индустриальный;улица Мира, 70;0;4000.482795266481
3;60.0;14;13;4000000.0;косметический;совмещенный;лоджия;1985;1;0;кирпичный;р-н Дзержинский;шоссе Космонавтов, 104;1;1943.8847419490755
3;61.0;5;1;3200000.0;косметический;раздельный;балкон;1972;0;0;панельный;р-н Индустриальный;улица Архитектора Свиязева, 50/2;0;6204.772641963392
4;80.0;9;2;3950000.0;косметический;раздельный;балкон;1989;1;1;панельный;р-н Кировский;улица Камышинская, 15;0;11596.461195477208
2;78.0;25;16;19700000.0;дизайнерский;совмещенный;балкон;2019;2;0;монолитный;р-н Свердловский;улица Революции, 22;1;2072.6566027135555
2;53.0;5;4;3000000.0;косметический;совмещенный;нет;1963;0;0;кирпичный;р-н Кировский;улица Маршала Рыбалко, 93;0;14999.284655214007
1;36.0;2;2;3299000.0;евро;совмещенный;нет;2018;0;0;кирпичный;р-н Свердловский;улица Вижайская, 19;1;5005.549596250107
3;60.0;5;2;4000000.0;требует ремонта;совмещенный;лоджия;1980;0;0;кирпичный;р-н Свердловский;улица Чернышевского, 5;0;3264.0314666753425
1;34.0;9;1;2350000.0;косметический;раздельный;нет;1990;1;1;панельный;р-н Мотовилихинский;улица Евгения Пермяка, 1;0;9039.148459223397
1;52.0;25;17;4200000.0;евро;совмещенный;лоджия;2011;2;1;монолитный;р-н Индустриальный;улица Космонавта Беляева, 40Б;1;5386.860346151748
2;55.0;16;2;4900000.0;косметический;раздельный;лоджия;2017;1;1;панельный;р-н Дзержинский;улица Овчинникова, 35А;0;1686.0504239496477
3;62.0;10;8;4100000.0;косметический;раздельный;лоджия;2003;1;0;кирпичный;р-н Мотовилихинский;улица Мотовилихинский, Лесная, 5;0;5780.733367589025
2;32.0;9;5;1400000.0;требует ремонта;совмещенный;балкон;1978;1;1;кирпичный;р-н Кировский;улица Сысольская, 2;1;14379.493609132915
3;61.0;9;8;3800000.0;евро;совмещенный;лоджия;1982;1;1;панельный;р-н Кировский;улица Автозаводская, 27/2;0;16504.336113306355
2;44.0;25;7;4490000.0;евро;совмещенный;нет;2021;2;0;монолитный;р-н Индустриальный;улица Теплогорская, 24к5;1;4579.02755866862
1;36.0;9;8;2450000.0;требует ремонта;раздельный;лоджия;1990;1;0;панельный;р-н Мотовилихинский;улица Зенкова, 8;0;6240.424867973044
3;57.0;9;1;3500000.0;косметический;раздельный;нет;1984;1;1;панельный;р-н Мотовилихинский;улица Ивановская, 19;0;5665.830662642944
3;55.0;3;2;3199000.0;косметический;совмещенный;балкон;1960;0;0;кирпичный;р-н Мотовилихинский;улица Звонарёва, 45;0;4743.473238813453
3;103.0;5;4;10900000.0;косметический;несколько;балкон;2017;1;0;кирпичный;р-н Ленинский;улица Монастырская, 70;1;600.8407295565141
2;59.0;9;6;6080000.0;евро;совмещенный;балкон;2015;1;1;монолитный;р-н Мотовилихинский;улица Крупской, 67;0;4097.07233959667
4;162.0;8;5;13350000.0;дизайнерский;несколько;лоджия;2002;1;0;кирпичный;р-н Индустриальный;улица Баумана, 24А;1;3738.518724906875
3;55.0;4;3;3000000.0;косметический;раздельный;балкон;1964;0;0;кирпичный;р-н Свердловский;улица Лодыгина, 26;0;4800.792611534237
4;80.0;9;2;5190000.0;косметический;раздельный;лоджия;1987;1;1;панельный;р-н Мотовилихинский;улица Юрша, 64;0;5052.511109104316
1;38.0;26;20;5500000.0;дизайнерский;совмещенный;лоджия;2017;1;0;монолитный;р-н Свердловский;улица Революции, 24;1;3206.672942263179
1;44.0;25;4;3980000.0;косметический;совмещенный;лоджия;2019;2;0;монолитный;р-н Свердловский;улица Героев Хасана, 11Б;1;2922.7241569110356
2;57.0;19;5;4900000.0;евро;совмещенный;лоджия;2020;1;0;монолитный;р-н Свердловский;улица Александра Турчевича, 8;1;3254.9694638417004
2;38.0;4;4;1760000.0;косметический;совмещенный;нет;1961;0;0;кирпичный;р-н Орджоникидзевский;улица Вильямса, 37;0;11615.292153384084
